yval,predicciones,error
"[12.0, 11.256, 12.396, 11.76, 11.448, 11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696]","[11.926491, 11.95423, 11.979855, 12.089628, 12.315466, 12.328354, 12.434571, 12.431584, 12.355797, 12.379556, 12.378616, 12.646044, 12.468428, 12.561628, 12.497139, 12.566982, 12.610149, 12.706141, 12.284307, 12.453437, 12.4505625, 12.431659, 12.594084, 12.3997135]","[-0.07350921630859375, 0.6982303085327146, -0.4161454162597664, 0.3296282196044924, 0.867465927124023, 0.9283538818359371, 0.6865712661743171, 1.0675843582153313, 0.7037968139648445, 0.7275557022094734, 1.1466163330078132, 0.8620437774658196, 1.0924276580810552, 0.14162834167480476, 1.0611389770507813, 0.7109822692871095, 1.1021493835449228, 1.3061414718627926, 0.4523065261840813, 0.29743685150146426, 1.0145624771118165, 0.5516587448120109, 0.05408378601074304, -0.29628648376464817]"
"[11.256, 12.396, 11.76, 11.448, 11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864]","[11.993005, 11.988025, 12.023041, 12.126498, 12.344778, 12.341822, 12.450692, 12.45968, 12.391, 12.374977, 12.374211, 12.63174, 12.457188, 12.575761, 12.480471, 12.549176, 12.583177, 12.681486, 12.282688, 12.416575, 12.42752, 12.3899555, 12.541765, 12.367329]","[0.7370047988891599, -0.4079752883911141, 0.2630407714843752, 0.6784982223510738, 0.9447780609130856, 0.5938216705322272, 1.0866921768188469, 0.8076796035766609, 0.7389997940063484, 1.142977111816407, 0.5902113113403313, 1.2557396163940435, 0.037187652587890696, 1.139760841369629, 0.6244706573486329, 1.0411762161254892, 1.1831766128540036, 0.8494861297607414, 0.12668814086914004, 0.9805754318237305, 0.5475197982788078, -0.15004447937011633, -0.15423478698730442, -0.49667135620117264]"
"[12.396, 11.76, 11.448, 11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42]","[11.868412, 11.937125, 11.939806, 12.075749, 12.286387, 12.304907, 12.413205, 12.386146, 12.31907, 12.365891, 12.369244, 12.631541, 12.462046, 12.533743, 12.495726, 12.562946, 12.593067, 12.685138, 12.23304, 12.439721, 12.429294, 12.400327, 12.578014, 12.36301]","[-0.5275879821777352, 0.17712520599365256, 0.4918059844970699, 0.6757493972778317, 0.5383874435424811, 0.9409068450927727, 0.7612051467895515, 0.7341455917358406, 1.0870698623657233, 0.5818914566040032, 0.9932436218261724, 0.21154125213623054, 1.0260456695556641, 0.6777429046630861, 0.9877256317138681, 1.1629463195800778, 0.7610671691894524, 0.5291377487182611, 0.7970398559570313, 0.5597211074829094, -0.11070636749267493, -0.29567327117919895, -0.2859856262207039, -0.056989593505859304]"
"[11.76, 11.448, 11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012]","[11.96113, 11.941724, 11.987225, 12.074488, 12.291003, 12.302704, 12.416293, 12.420602, 12.364106, 12.314176, 12.362441, 12.591385, 12.438391, 12.5736065, 12.412946, 12.493878, 12.546471, 12.627972, 12.262918, 12.37329, 12.400443, 12.324931, 12.482062, 12.312825]","[0.20113014221191428, 0.4937238235473629, 0.5872245788574215, 0.32648768615722723, 0.927003227233886, 0.6507038574218758, 0.764293144226075, 1.1886018447875983, 0.5801061782836907, 0.9381756057739263, -0.057558937072753835, 1.1553848876953126, 0.5823907318115236, 1.065606491088868, 1.012945747375488, 0.6618783645629875, 0.39047064208984317, 1.191971649169922, 0.3829184722900383, -0.16670993804931555, -0.2955569229125974, -0.5390688552856453, 0.062062339782714915, 0.3008252029418941]"
"[11.448, 11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712]","[11.930281, 11.983843, 11.97079, 12.10705, 12.268258, 12.301476, 12.370971, 12.374415, 12.316647, 12.286861, 12.329962, 12.549623, 12.438808, 12.531102, 12.404589, 12.43377, 12.526521, 12.536122, 12.125159, 12.351639, 12.338582, 12.269381, 12.436587, 12.246849]","[0.4822806854248043, 0.583842849731445, 0.22278990936279364, 0.7430499420166008, 0.6162580947875984, 0.6494755249023445, 1.1389707260131843, 0.5904153976440423, 0.9406465759277349, -0.13313858032226555, 0.8939617767333985, 0.6936225357055665, 0.9308084411621103, 1.1311021804809567, 0.5725886993408196, 0.2777701797485346, 1.0905207290649415, 0.6561223220825187, -0.4148407363891593, -0.34436120605468723, -0.5254179611206062, -0.15061943054199212, 0.42458733367919876, 0.534849060058594]"
"[11.4, 11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52]","[11.778407, 11.89682, 11.85567, 12.008062, 12.13048, 12.204159, 12.273914, 12.229267, 12.202952, 12.170541, 12.285586, 12.447284, 12.389421, 12.463545, 12.285414, 12.321976, 12.42746, 12.403755, 11.987143, 12.2455, 12.238442, 12.107279, 12.303455, 12.087664]","[0.3784070968627926, 0.14882006835937567, 0.49166997528076095, 0.3560623626708992, 0.47847981262207107, 0.9721587829589851, 0.48991433715820243, 0.8532671203613287, -0.21704761505126946, 0.7345408096313477, 0.42958635711669935, 0.9392837448120126, 0.989421463012695, 0.631544845581054, 0.1294137420654291, 0.8859757080078126, 0.5474597167968742, -0.1362448120117179, -0.7088574371337888, -0.6185003890991219, -0.18155757904052727, 0.09527882385253861, 0.5914553527832034, 0.5676636505126957]"
"[11.748, 11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276]","[11.64623, 11.836545, 11.753095, 11.919379, 11.933924, 12.079544, 12.110673, 12.0302515, 12.062611, 11.948316, 12.193761, 12.22601, 12.299976, 12.372973, 12.036975, 12.050306, 12.223725, 12.089289, 11.717786, 12.009092, 12.021125, 11.766464, 11.977151, 11.766272]","[-0.1017702560424798, 0.47254499053955, 0.10109467315673903, 0.2673792343139656, 0.7019237213134772, 0.2955440673828118, 0.7346729507446295, -0.3897484970092773, 0.6266106262207032, 0.09231562042236341, 0.6857608718872079, 0.8260103225708004, 0.4679763488769524, 0.21697344207763614, 0.6009749069213868, 0.1703063201904289, -0.31627468109130774, -0.6067112884521482, -1.1462141647338875, -0.41090766906738274, 0.009124839782714389, 0.054464233398437756, 0.4571509170532231, -0.5097284088134764]"
"[11.364, 11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508]","[11.63637, 11.8481, 11.738693, 11.913587, 11.851916, 12.025082, 12.02769, 11.94733, 12.00974, 11.809711, 12.132411, 12.085895, 12.24095, 12.33437, 11.878771, 11.866827, 12.087412, 11.873467, 11.538571, 11.841565, 11.866272, 11.532576, 11.742981, 11.543433]","[0.27236970520019455, 0.19609970855712966, 0.08669323730468825, 0.681586616516114, 0.06791631317138602, 0.6490816345214849, -0.39231006622314446, 0.5113304748535157, 0.15373987579345716, 0.301711456298829, 0.7324110031127926, 0.253894584655761, 0.0849496307373041, 0.8983696594238282, -0.001229171752930469, -0.6731729888916007, -0.6085881195068357, -0.9905325546264656, -0.8814286422729491, -0.17043486785888717, 0.15427197265625026, 0.012575607299805114, -0.5330190429687498, 0.035433189392090725]"
"[11.652, 11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172]","[11.584154, 11.830398, 11.704216, 11.889646, 11.823576, 12.009676, 12.003383, 11.90438, 11.973379, 11.803769, 12.124618, 12.07666, 12.241789, 12.31148, 11.880125, 11.859341, 12.0821705, 11.8569, 11.49848, 11.842937, 11.859311, 11.522114, 11.744019, 11.534152]","[-0.06784587097167893, 0.17839760589599685, 0.47221600341796943, 0.10564557647705008, 0.44757597351074274, -0.4103240203857421, 0.567382682800293, 0.04837984466552747, 0.4653791351318368, 0.4037691116333004, 0.29261757659912035, -0.07933984375000058, 0.8057888641357422, 0.43147956848144453, -0.659874954223632, -0.8366593322753904, -0.7818295135498055, -0.5630997848510741, -0.513520156860352, 0.13093746948242213, 0.3393111038208012, -0.7538861999511717, 0.23601855468750088, 0.3621520309448236]"
"[11.652, 11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616]","[11.596574, 11.836826, 11.710441, 11.904963, 11.824898, 12.002497, 12.008467, 11.909732, 11.9840765, 11.788619, 12.112857, 12.0582285, 12.2227955, 12.310994, 11.863131, 11.8516865, 12.051276, 11.846348, 11.4830475, 11.800785, 11.831301, 11.477696, 11.700101, 11.488801]","[-0.05542617034912034, 0.6048263244628913, -0.07355936431884835, 0.5289625396728521, -0.5951022338867187, 0.5664967193603516, 0.15246672058105482, 0.4017318649292001, 0.5840764999389645, -0.043380958557129645, -0.043143135070801364, 0.6222284927368165, 0.34279548645019453, -0.22900585174560462, -0.8328694305419919, -1.012313522338868, -0.3687237930297851, -0.16565219116210983, -0.22895251464843724, 0.28078506469726605, -0.444699264526367, -0.030303581237792088, 0.5281008987426752, -0.12719899749755825]"
"[11.232, 11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676]","[11.727737, 11.975512, 11.813775, 12.060547, 11.925031, 12.045071, 12.0620365, 11.962865, 12.057742, 11.8221655, 12.090962, 12.031363, 12.19259, 12.306153, 11.884919, 11.855649, 11.97025, 11.796801, 11.393758, 11.698324, 11.739196, 11.357942, 11.567523, 11.366165]","[0.4957374267578132, 0.19151155090331962, 0.4377750625610357, -0.35945312499999993, 0.48903070831298834, 0.1890706481933595, 0.5540365142822274, 0.5628648757934567, 0.22574211883544848, -0.33383451080322324, 0.6549624099731446, 0.15136253356933516, -0.347410240173339, -0.3898467025756833, -0.9790808334350594, -0.5643510055541991, -0.041749870300293423, 0.08480061340332057, -0.12624217987060504, -0.5776757965087889, 0.23119582366943447, 0.1859416275024408, -0.04847699737548794, -0.30983483886718766]"
"[11.784, 11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06]","[11.724809, 12.002018, 11.820839, 12.094985, 11.934484, 12.043959, 12.067867, 11.9420805, 12.060434, 11.839352, 12.079637, 12.010324, 12.175531, 12.279624, 11.895897, 11.865201, 11.92389, 11.780412, 11.348179, 11.652336, 11.70374, 11.302175, 11.511671, 11.314119]","[-0.05919130706787179, 0.6260179748535162, -0.5991610717773437, 0.6589850082397462, 0.07848352813720716, 0.5359586639404306, 0.667867279052734, 0.11008049774169848, -0.09556565856933652, 0.40335165405273443, 0.19963657379150312, -0.5296764755249015, -0.5204686126708982, -0.5843760147094734, -0.5241030883789062, -0.14679900360107467, 0.21189011383056666, 0.26041172027587933, -0.9278211364746092, 0.14433612060546963, 0.5317401199340814, -0.3138254318237301, -0.16432893371582047, -0.7458806610107427]"
"[11.376, 12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38]","[11.732589, 11.997839, 11.827566, 12.10688, 11.928725, 12.034634, 12.07367, 11.949577, 12.072143, 11.816244, 12.07327, 11.990905, 12.155695, 12.281021, 11.871799, 11.857426, 11.891103, 11.775799, 11.350393, 11.606849, 11.682655, 11.261542, 11.465999, 11.269599]","[0.35658876800537165, -0.4221610260009765, 0.391566146850586, 0.2508801879882814, 0.420725242614747, 0.634633636474609, 0.24167038726806567, -0.20642266845703183, 0.6361426010131837, -0.06375587463378984, -0.46673015594482337, -0.7050951919555661, -0.7083050384521492, -0.13897888183593743, -0.14020053100585983, 0.14542568969726588, 0.37110279083251996, -0.5002012023925779, -0.15760670471191318, 0.43484871673583925, 0.06665533447265659, -0.4144576797485353, -0.5940013504028325, 0.8895989608764641]"
"[12.42, 11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472]","[11.736408, 12.024049, 11.839187, 12.133092, 11.943367, 12.039749, 12.078596, 11.928716, 12.0666685, 11.836671, 12.071259, 11.981784, 12.147573, 12.252009, 11.885175, 11.859261, 11.860367, 11.755818, 11.309884, 11.583785, 11.657798, 11.2272215, 11.431988, 11.237522]","[-0.6835917663574218, 0.5880488052368165, -0.01681333160400378, 0.6250919265747079, 0.5433670043945309, 0.20774914550781176, -0.0774038848876959, 0.4927157058715821, 0.18666851043701094, -0.7033291244506827, -0.6247414550781247, -0.8822161331176765, -0.272426528930664, 0.24000939178466751, 0.17317475128173854, 0.3392605590820317, -0.4156331787109373, 0.2478183670043954, 0.13788407135009706, -0.032214942932128565, -0.018202186584472813, -0.8327785110473638, 1.051987762451171, -0.2344778747558589]"
"[11.436, 11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22]","[11.83351, 12.08034, 11.899312, 12.19609, 11.992015, 12.061983, 12.113266, 12.006802, 12.12396, 11.817293, 12.069369, 11.982308, 12.1395, 12.292596, 11.861281, 11.844527, 11.843433, 11.742597, 11.312983, 11.541977, 11.627498, 11.192115, 11.380748, 11.188072]","[0.39751039886474615, 0.22434038543701185, 0.3913120193481454, 0.7960897445678707, 0.16001488494872973, -0.09401689147949277, 0.6772659912109376, 0.1268016052246086, -0.41604045867919837, -0.8787068328857419, -0.7946306838989265, -0.4376916122436523, 0.12749966430664017, 0.5805958633422854, 0.3412813949584965, -0.4314727554321287, 0.335433380126954, 0.5705966262817377, -0.3030174407958981, -0.13402307128906266, -0.43250232696533253, 0.8121148300170891, -0.09125220489501906, -0.03192779541015689]"
"[11.856, 11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896]","[11.829508, 12.113379, 11.90098, 12.207887, 12.005442, 12.078665, 12.104179, 11.968746, 12.0926285, 11.858009, 12.066025, 11.981734, 12.14474, 12.2377615, 11.887779, 11.833514, 11.8284025, 11.707713, 11.247096, 11.552932, 11.607219, 11.185664, 11.378654, 11.188864]","[-0.02649217224121081, 0.6053785247802743, 0.5009799957275387, 0.37588669586181567, -0.15055833435058652, 0.642664779663086, 0.22417938232421797, -0.5712538146972648, -0.6033715209960935, -1.0059906616210945, -0.35397521972656243, -0.03026572418212936, 0.4327401046752932, 0.717761497497559, -0.38822076416015605, 0.3255142135620126, 0.6564025192260736, 0.09171312713623081, -0.4289039382934572, -0.5070682144165044, 1.2272187423706047, -0.28633582305908156, 0.1586535263061517, 0.29286375427246014]"
"[11.508, 11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076]","[11.824054, 12.1050005, 11.892393, 12.20417, 11.980262, 12.064051, 12.104642, 11.96278, 12.085675, 11.830247, 12.058404, 11.948851, 12.117789, 12.202006, 11.829376, 11.797823, 11.756208, 11.67841, 11.226039, 11.478497, 11.55447, 11.120318, 11.291758, 11.119841]","[0.3160537643432626, 0.7050004959106442, 0.06039311218261645, 0.04817022705078067, 0.5442618026733399, 0.18405067443847578, -0.43535808563232337, -0.7332200012207029, -0.7783247604370125, -0.589753074645996, 0.0464039688110347, 0.23685063171386744, 0.5977892684936528, -0.07399365997314433, 0.3213762207031259, 0.6258229522705072, 0.14020841979980503, 0.0024095764160154687, -0.8339610671997075, 1.098496551513671, 0.08247006225585984, -0.09968158721923892, 0.39575758361816327, 0.043840621948241676]"
"[11.4, 11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716]","[11.871557, 12.157496, 11.916409, 12.232461, 11.994518, 12.079533, 12.111408, 11.960906, 12.070344, 11.831618, 12.048249, 11.919842, 12.095375, 12.127582, 11.778358, 11.730552, 11.670978, 11.602297, 11.142326, 11.407224, 11.468907, 11.045192, 11.190059, 11.040002]","[0.4715572357177731, 0.32549645233154223, -0.2395914611816412, 0.7964609756469727, 0.1145182800292961, -0.4604673767089835, -0.5845917663574216, -0.9030939712524422, -0.3496560287475585, -0.18038169097900436, 0.33624924468994166, 0.3998417663574223, -0.18062493896484355, 0.6195815963745126, 0.6063584594726557, 0.11455171966552768, -0.005022407531738438, -0.4577031707763677, 0.762326354980468, -0.06477629852294875, 0.2489073562622064, 0.14919176483154217, 0.11405870819091746, 0.32400186920166085]"
"[11.832, 12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86]","[11.898561, 12.179001, 11.908345, 12.215098, 11.969215, 12.083309, 12.096749, 11.958806, 12.030613, 11.801143, 12.030217, 11.878937, 12.069203, 12.030398, 11.67573, 11.622799, 11.57187, 11.506946, 11.062193, 11.326594, 11.374007, 10.976248, 11.076692, 10.964049]","[0.06656052398681567, 0.023000854492186917, 0.4723452224731446, 0.3350983810424797, -0.5707846069335929, -0.6126908264160154, -0.7672506942749031, -0.4611939620971679, 0.01861294555664017, 0.08914269256591822, 0.5102171707153325, -0.3970632324218748, 0.5612033767700204, 0.8583983688354486, 0.059729751586914404, -0.05320108032226578, -0.4881301498413091, 1.126945610046386, -0.40980708312988234, 0.10659435272216733, 0.4780072250366203, -0.09975221252441457, 0.3606916275024421, 0.10404933929443416]"
"[12.156, 11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116]","[12.069179, 12.33415, 12.006514, 12.322565, 12.051049, 12.144266, 12.160153, 12.042108, 12.064803, 11.821956, 12.038732, 11.862798, 12.052903, 11.960936, 11.580441, 11.514284, 11.42194, 11.383712, 10.933222, 11.194782, 11.204253, 10.84228, 10.872705, 10.807835]","[-0.08682141876220761, 0.8981503143310547, 0.1265135955810539, -0.21743492126464758, -0.6449507675170896, -0.7197338714599617, -0.25984661102294915, 0.0301075820922847, 0.35280312347412135, 0.3019556808471684, -0.23726842498779277, 0.3547977371215829, 0.8809031753540033, 0.34493559265136753, -0.09555852508544938, -0.5457158660888677, 1.0419398498535148, -0.08828818511962844, -0.2867781829833991, 0.29878225708007733, 0.12825319671630808, 0.12628038787841867, 0.012705459594727131, 0.691834625244141]"
"[11.436, 11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524]","[12.225893, 12.469577, 12.098311, 12.407282, 12.140954, 12.206274, 12.213966, 12.126959, 12.096574, 11.851253, 12.053241, 11.880031, 12.057742, 11.931046, 11.529045, 11.438861, 11.35262, 11.29757, 10.844707, 11.140109, 11.097143, 10.782703, 10.770908, 10.727125]","[0.7898930206298829, 0.5895768356323234, -0.44168857574462805, -0.28871812438964817, -0.7230459823608406, -0.2137259674072265, 0.2019663696289058, 0.4149588470458987, 0.5765738296508793, -0.42474744415283183, 0.5452407760620126, 0.7080306320190424, 0.44174211883544956, 0.25504553222656234, -0.5309548950195317, 1.058860893249511, -0.119379875183105, 0.07757022857665952, -0.05129346466064533, 0.06410906219482371, 0.38114317321777413, -0.0772966003417963, 0.654908355712891, 0.20312516784668055]"
"[11.88, 12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98]","[12.271295, 12.498668, 12.104729, 12.381905, 12.108735, 12.180994, 12.14565, 12.060019, 11.9892025, 11.752832, 11.955594, 11.752534, 11.928146, 11.6962805, 11.356867, 11.229411, 11.168247, 11.089842, 10.657858, 10.951346, 10.913222, 10.609038, 10.572792, 10.540947]","[0.3912945938110344, -0.04133228302001868, -0.591271301269531, -0.4820953979492195, -0.3112649154663085, 0.1689940338134761, 0.4336499099731448, 0.5400185394287114, -0.28679750061035136, 0.24483241271972744, 0.7835940628051752, 0.13653391265869175, 0.25214636230468734, -0.36371952056884815, 0.9768668365478508, -0.24258887481689406, -0.051752777099610014, 0.1938418426513664, -0.4181421051025396, 0.23534639739990304, 0.05322231292724666, 0.49303835296630893, 0.04879205322265712, -0.4390530395507817]"
"[12.54, 12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872]","[12.437597, 12.614997, 12.26142, 12.427263, 12.222266, 12.177433, 12.178082, 12.066976, 11.961956, 11.753487, 11.873783, 11.684374, 11.741417, 11.54737, 11.207125, 11.091257, 10.972563, 10.966015, 10.544093, 10.723969, 10.647211, 10.416128, 10.383434, 10.334586]","[-0.10240272521972571, -0.08100308990478489, -0.6025797500610359, 0.0072632598876953836, 0.2102661972045894, 0.4654330139160159, 0.6580824661254887, -0.20902440643310527, 0.45395602416992276, 0.5814866333007807, 0.25778311157226597, 0.008373855590820156, -0.31858306884765675, 1.167369956970214, -0.2648752899169917, -0.12874290466308658, 0.07656278991699139, -0.10998513793945364, -0.17190686798095633, -0.13603054046630803, 0.5312110748291019, -0.1078718414306632, -0.5965657043457036, -0.5374138565063475]"
"[12.696, 12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356]","[12.731645, 12.825774, 12.530665, 12.531219, 12.466041, 12.214012, 12.285319, 12.145131, 11.979771, 11.840373, 11.81257, 11.680916, 11.546037, 11.453913, 11.079474, 10.975131, 10.7963705, 10.870108, 10.442171, 10.512891, 10.322292, 10.239362, 10.235415, 10.137267]","[0.035644630432129176, -0.038225807189942174, 0.11066539764404304, 0.5192185287475581, 0.7540406112670901, 0.6940121459960942, 0.009319328308105668, 0.6371311111450204, 0.80777066040039, 0.2243730392456058, 0.1365696182250975, -0.37908416748046925, 1.1660367202758781, -0.01808726501464797, -0.1405255508422858, 0.07913103485107342, -0.2796294937133794, 0.15410765075683663, -0.4178289031982416, 0.3968908157348636, -0.20170767211913976, -0.7406382369995121, -0.6365845413208007, -0.21873288726806628]"
"[12.864, 12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396]","[12.906493, 12.953188, 12.676062, 12.591913, 12.593892, 12.236109, 12.314534, 12.17809, 11.972733, 11.863268, 11.742431, 11.649045, 11.419145, 11.364826, 11.000727, 10.875617, 10.69216, 10.774427, 10.341389, 10.382641, 10.1330185, 10.125953, 10.142328, 10.014969]","[0.042493186950682826, 0.5331879425048829, 0.664061630249023, 0.8799132232666018, 1.073892097473145, -0.03989122009277324, 0.8065341873168954, 1.006090095520019, 0.35673254394531284, 0.18726789855957016, -0.3175693130493169, 1.26904499053955, -0.052855369567870625, 0.14482620239257749, 0.10472669982910077, -0.20038297271728567, -0.023840347290038366, -0.08557258605956974, 0.22538870239257847, -0.14135916137695226, -0.8469815063476567, -0.74604727935791, -0.2136717376708983, 0.6189688720703117]"
"[12.42, 12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952]","[12.993718, 13.024709, 12.743303, 12.633375, 12.651075, 12.259077, 12.325073, 12.206911, 11.980834, 11.8723755, 11.710903, 11.636272, 11.376496, 11.3345175, 10.97882, 10.8340225, 10.656954, 10.7299185, 10.291352, 10.335651, 10.0653925, 10.084747, 10.1033, 9.967668]","[0.5737181472778321, 1.012708747863769, 1.0313032989501956, 1.1133751678466801, 0.3750753631591799, 0.7510770721435556, 1.1530732421874994, 0.5909110870361332, 0.30483400726318344, -0.1876245117187505, 1.3309031677246086, 0.16427243041992234, 0.15649631500244077, 0.4385174789428703, -0.09718015289306692, 0.11802252197265695, -0.20304618835449162, 0.6139184799194339, -0.23264772796630773, -0.6443486022949223, -0.8066075057983397, -0.27125268554687487, 0.7073000946044914, 1.015667579650879]"
"[12.012, 11.712, 11.52, 12.276, 11.508, 11.172, 11.616, 11.676, 12.06, 10.38, 11.472, 11.22, 10.896, 11.076, 10.716, 10.86, 10.116, 10.524, 10.98, 10.872, 10.356, 9.396, 8.952, 9.864]","[12.929858, 12.955471, 12.693974, 12.559408, 12.570346, 12.193205, 12.214842, 12.092666, 11.87319, 11.746452, 11.604188, 11.517079, 11.25624, 11.165622, 10.890932, 10.719674, 10.585268, 10.613763, 10.203412, 10.232555, 10.016853, 9.995479, 10.038192, 9.879984]","[0.9178582077026363, 1.2434710388183596, 1.173973541259766, 0.28340818786621114, 1.062345878601075, 1.0212048797607416, 0.5988418426513675, 0.41666567230224594, -0.18681007385253956, 1.366452331542968, 0.13218796539306688, 0.2970793533325189, 0.3602398910522453, 0.08962175750732371, 0.1749320831298835, -0.14032588958740178, 0.46926802062988315, 0.08976285552978602, -0.7765879440307621, -0.639444610595703, -0.3391466674804686, 0.5994786300659172, 1.0861917953491211, 0.015983901977538295]"
