yval,predicciones,error
"[12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496]","[12.998352, 12.978246, 12.775876, 12.649573, 12.5343895, 12.251633, 12.168071, 12.090836, 11.875499, 11.673283, 11.542688, 11.404331, 11.201413, 11.077057, 10.875364, 10.613001, 10.5370035, 10.555254, 10.176502, 10.158109, 10.010563, 9.952761, 9.984312, 9.844609]","[0.95035205078125, 0.4382457351684579, -0.3281239547729484, -0.4304266738891602, -1.7216105041503909, -0.6003673095703128, -1.1519292068481448, -2.237164428710937, -0.14850122833251866, -0.12271737670898375, -1.645311630249024, -1.0636687927246093, -0.4385868453979498, -0.08294311523437514, -0.212635696411132, -0.7269991302490233, -0.03499648284912027, -1.2527460174560545, -3.5034977722167966, -5.669891288757324, -6.249437103271486, -7.855239303588867, -7.8476879425048836, -10.651390739440917]"
"[12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548]","[12.756971, 12.6882305, 12.5710125, 12.424061, 12.265131, 12.045744, 11.91329, 11.788822, 11.607014, 11.34714, 11.316587, 11.109512, 10.941978, 10.738217, 10.657186, 10.3646555, 10.376591, 10.34793, 10.025862, 9.928462, 9.917918, 9.739457, 9.864311, 9.646467]","[0.21697135925293054, -0.415769485473632, -0.5089875030517579, -1.831939178466797, -0.5868690032958988, -1.274256057739258, -2.4147099761962885, -0.2351778259277335, -0.18898629760742125, -1.8408596878051764, -1.1514125518798828, -0.5304876708984381, -0.2180215454101564, -0.3497826461791984, -0.6828144454956053, -0.20734450531005777, -1.4314092712402342, -3.332070045471191, -5.802138259887695, -6.331537971496584, -7.890081794738769, -8.092542869567872, -10.63168878173828, -9.901532791137694]"
"[13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508]","[12.824275, 12.785566, 12.633166, 12.481272, 12.35191, 12.1092415, 12.004026, 11.886974, 11.694628, 11.465023, 11.401886, 11.2213125, 11.026768, 10.855884, 10.724515, 10.45733, 10.415155, 10.422786, 10.075565, 9.998267, 9.940238, 9.7988825, 9.887937, 9.6975]","[-0.27972498321533124, -0.2944336700439454, -1.6228336868286135, -0.37072825622558625, -0.9680903625488284, -2.2187585144042963, -0.019973587036131946, 0.0909743347167975, -1.4933722381591803, -1.0029769592285156, -0.23811401367187557, 0.06131252288818345, -0.061232269287108565, -0.48411640167236314, 0.1525149612426766, -1.3506702499389647, -3.264844589233398, -5.405214241027831, -6.184434661865236, -7.80973282623291, -7.891762001037598, -10.697117515563964, -9.660063407897947, -13.810499771118163]"
"[13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828]","[13.034877, 13.025255, 12.8098955, 12.668419, 12.55602, 12.264143, 12.165381, 12.100703, 11.875725, 11.668445, 11.52364, 11.394043, 11.173708, 11.052061, 10.865753, 10.590784, 10.507633, 10.522756, 10.133033, 10.121604, 9.981683, 9.916484, 9.9447365, 9.794012]","[-0.0451231765747071, -1.23074479675293, -0.04210448455810578, -0.6515811157226565, -1.7719802169799799, 0.24014299011230555, 0.36938143157959047, -1.0872967605590826, -0.5922752075195312, 0.02844463348388615, 0.363639678955078, 0.3060429687500008, -0.16629203796386705, 0.480061080932618, -0.9422468261718748, -3.089215927124023, -5.320366790771484, -5.737244377136232, -7.67496720123291, -7.710396034240723, -10.514317222595214, -9.631516120910643, -13.563263519287108, -15.033987930297851]"
"[14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456]","[13.115021, 13.093486, 12.862609, 12.720725, 12.59842, 12.310974, 12.158764, 12.147356, 11.896724, 11.673247, 11.499593, 11.391796, 11.182403, 11.049314, 10.889052, 10.564393, 10.546561, 10.495784, 10.108839, 10.149522, 9.995343, 9.954116, 9.976034, 9.82702]","[-1.1409792480468752, 0.24148583221435516, -0.4573910903930667, -1.607274940490722, 0.5744201431274423, 0.5149741210937506, -1.0292361145019537, -0.32064396667480466, 0.2567237472534174, 0.5132473373413085, 0.41159278106689534, 0.05179611206054702, 0.6104026107788094, -0.758686454772949, -2.7909476089477536, -5.263606956481933, -5.713438758850099, -7.312216194152832, -7.723160964965821, -10.346478172302245, -9.55265679168701, -13.553884132385253, -14.851965835571288, -29.628980308532718]"
"[12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24]","[13.474543, 13.505183, 13.165413, 13.036657, 12.951948, 12.585691, 12.449972, 12.5467825, 12.21659, 12.050507, 11.718182, 11.703881, 11.461995, 11.439215, 11.149608, 10.815094, 10.751786, 10.721567, 10.242033, 10.403213, 10.099274, 10.219209, 10.141603, 10.036898]","[0.6225426177978512, 0.18518321990966768, -1.1625870971679682, 1.0126573333740243, 1.1559481658935553, -0.6023085479736334, -0.018027847290039034, 0.906782493591308, 1.0565899276733397, 0.9625065917968758, 0.378181610107422, 1.131881263732911, -0.3460048751831053, -2.2407852935791013, -4.678392341613769, -5.444906005859377, -7.056213768005371, -7.110432846069337, -10.253966995239256, -9.144787452697752, -13.408726318359374, -14.608791282653808, -29.31439653015137, -8.20310234069824]"
"[13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292]","[13.151519, 13.105949, 12.876405, 12.744104, 12.580075, 12.3047085, 12.071834, 12.120087, 11.855373, 11.570892, 11.39018, 11.286259, 11.107535, 10.936044, 10.852491, 10.462878, 10.539857, 10.387876, 10.031392, 10.0947485, 9.98362, 9.926335, 9.953494, 9.796705]","[-0.1684811782836917, -1.2220505981445307, 0.8524047622680673, 0.9481043853759772, -0.6079247360229498, -0.16329151916503903, 0.4318336105346674, 0.9600866699218749, 0.7673733825683602, 0.23089233398437514, 0.8181796340942391, -0.5217413024902342, -2.5724646377563474, -4.891956260681152, -5.407508621215822, -7.345121772766113, -7.292143089294434, -10.108124443054198, -9.516607902526854, -13.413251502990722, -14.844380310058593, -29.52966466522217, -8.28650592803955, -7.495294754028322]"
"[14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24]","[13.183862, 13.17559, 12.909173, 12.768334, 12.6477785, 12.337366, 12.149961, 12.187527, 11.916308, 11.673676, 11.462322, 11.384079, 11.168822, 11.033025, 10.897169, 10.54968, 10.553266, 10.452085, 10.062028, 10.1369915, 9.985282, 9.955271, 9.958914, 9.813972]","[-1.1441382675170892, 1.1515895614624032, 1.1131730117797858, -0.41966561126709045, 0.1797785110473633, 0.697366104125976, 0.989961471557617, 1.0995267028808602, 0.5763084030151369, 1.1016755371093758, -0.34567776489257795, -2.295921020507812, -4.659177711486816, -5.2269752120971695, -6.91083088684082, -7.28232024383545, -9.94273442840576, -9.095915458679197, -13.44597206878662, -14.691008499145507, -29.4707180557251, -8.284729232788084, -7.333086196899416, -5.426027526855469]"
"[12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784]","[13.507048, 13.567036, 13.19673, 13.055016, 12.983346, 12.59272, 12.433691, 12.544197, 12.203474, 12.051484, 11.681499, 11.687579, 11.425098, 11.390325, 11.143273, 10.793505, 10.717595, 10.667029, 10.171947, 10.3608675, 10.064884, 10.182188, 10.096549, 9.982698]","[1.483047653198243, 1.7710356750488288, 0.008729660034179076, 0.5870155639648438, 1.343345985412597, 1.432720031738281, 1.3456910247802742, 1.2041970825195314, 1.6314740447998055, 0.24348410797119158, -1.9985014724731442, -4.140420845031738, -4.834901580810548, -6.417675407409668, -6.688726646423341, -9.702495285034178, -8.830404899597166, -12.84097061920166, -14.656053474426269, -29.095132499694827, -8.175115814208983, -7.109811965942384, -5.143450965881348, -4.801301559448243]"
"[11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82]","[12.678249, 12.62334, 12.474835, 12.336666, 12.17919, 11.88143, 11.697726, 11.621851, 11.43657, 11.068865, 11.05591, 10.872617, 10.695755, 10.435517, 10.48678, 10.177913, 10.2637615, 10.075793, 9.808028, 9.69646, 9.818247, 9.556269, 9.701865, 9.433748]","[0.88224935913086, -0.5646603469848639, 0.00683539581298831, 0.6966661071777338, 1.0191896820068358, 0.7934296722412117, 0.35772624969482436, 1.0498509674072274, -0.3714298324584959, -2.6111351776123044, -4.772089889526367, -5.387383232116701, -7.112244995117187, -7.396482688903809, -10.009219833374022, -9.37008728790283, -13.244238479614257, -14.752206733703613, -29.647971778869632, -8.543540229797362, -7.4737531585693375, -5.683731307983399, -5.082134803771973, -2.3862517547607425]"
"[13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456]","[12.414176, 12.346141, 12.240796, 12.079898, 11.935487, 11.697853, 11.538027, 11.395341, 11.238572, 10.88267, 10.933181, 10.714385, 10.545294, 10.265505, 10.326071, 10.051153, 10.143909, 10.002117, 9.739466, 9.570535, 9.746821, 9.420156, 9.631078, 9.327657]","[-0.7738240127563483, -0.1218591384887695, 0.6007960891723627, 0.9198978805541991, 0.8474867935180672, 0.3578530883789064, 0.9660268096923836, -0.4126590805053709, -2.441427879333496, -4.945329597473144, -5.3268191909790055, -7.093614967346191, -7.286706192016602, -10.230495162963866, -9.221929214477537, -13.4568468170166, -14.684090545654296, -29.45388284301758, -8.500534286499022, -7.721465293884279, -5.493178596496582, -5.363844474792481, -2.1889222335815433, -6.128343254089355]"
"[12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96]","[12.7694645, 12.772601, 12.569844, 12.405559, 12.318003, 12.011404, 11.88994, 11.805302, 11.600262, 11.338254, 11.264181, 11.121767, 10.895689, 10.704986, 10.631985, 10.3828, 10.347972, 10.278193, 9.94703, 9.876633, 9.878673, 9.702244, 9.789084, 9.572924]","[0.3014644927978516, 1.1326011276245112, 1.4098442459106444, 1.3175585861206063, 0.9780027008056642, 1.4394040374755868, 0.08194026184082048, -1.874698333740234, -4.2277383117675775, -4.921746025085451, -6.543818862915039, -6.710232955932618, -9.600310989379881, -8.84301438140869, -12.87601528930664, -14.445199897766113, -29.108028083801273, -7.9618065261840805, -7.344969932556154, -5.363367309570313, -4.90532740020752, -2.1177561950683597, -5.666915565490722, -6.3870763397216805]"
"[11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664]","[12.598365, 12.524516, 12.398998, 12.244759, 12.093514, 11.8365345, 11.651473, 11.558025, 11.372394, 11.040673, 11.041073, 10.84552, 10.674528, 10.414572, 10.449399, 10.144257, 10.225844, 10.0759325, 9.805034, 9.697605, 9.801112, 9.541917, 9.716284, 9.436459]","[0.9583648300170893, 1.3645161056518553, 1.3109982604980477, 0.9047586059570314, 1.5215144424438485, 0.028534500122070483, -2.0285269546508786, -4.2699746398925775, -4.88760639190674, -6.76732674407959, -6.790927154541016, -9.650479980468749, -8.873471878051756, -13.093428237915038, -14.378601005554199, -29.311743408203128, -8.014155616760252, -7.21606749725342, -5.434966316223145, -5.08639486694336, -2.0188878250122073, -5.914083152770996, -6.243716201782227, -5.227541412353515]"
"[11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268]","[12.304646, 12.195146, 12.137128, 11.957162, 11.7918215, 11.615707, 11.424814, 11.27421, 11.11477, 10.76707, 10.850768, 10.608086, 10.463017, 10.164849, 10.251236, 9.934562, 10.09229, 9.946428, 9.697688, 9.541107, 9.721377, 9.387097, 9.637738, 9.3124695]","[1.144645538330078, 1.1071456069946297, 0.7971278762817384, 1.3851619033813485, -0.016178520202636548, -2.064292602539062, -4.403185775756835, -4.9857900238037125, -6.69323006439209, -7.064930183410645, -9.645231910705565, -8.93991436767578, -13.044982536315917, -14.663150718688964, -29.20476403808594, -8.305438270568846, -7.19971007537842, -5.293571701049805, -5.086311897277833, -2.2788928222656253, -5.7346226272583, -6.572902641296388, -5.026261772155761, -4.955530517578126]"
"[11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296]","[11.236993, 10.838532, 10.849269, 10.868135, 10.672922, 10.412254, 10.133068, 10.257477, 10.238833, 9.950102, 9.882848, 9.710516, 9.740176, 9.535406, 9.598097, 9.525592, 9.416133, 9.403197, 9.411844, 9.458222, 9.510425, 9.384192, 9.746898, 9.633626]","[0.14899283599853597, -0.5014675521850585, 0.2772689132690438, -0.939864547729492, -3.0070778656005857, -5.415745666503906, -6.126931915283205, -7.550523193359375, -7.5931665725708015, -10.545898147583006, -9.665152214050291, -13.79748402404785, -15.0878237991333, -29.920593887329105, -8.641903152465819, -7.76640814971924, -5.823867073059082, -5.380802711486817, -2.408155746459961, -5.997777610778808, -6.449575386047364, -5.27980753326416, -4.52110230255127, -3.662374015808105]"
"[11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148]","[10.807027, 10.400084, 10.422917, 10.441844, 10.257992, 10.058708, 9.75117, 9.9341345, 9.92221, 9.6854925, 9.616667, 9.4330015, 9.544963, 9.374095, 9.453329, 9.395225, 9.320082, 9.332135, 9.401288, 9.502066, 9.5221, 9.455442, 9.7735195, 9.75718]","[-0.5329731369018553, -0.171916458129882, -1.3850826339721678, -3.2381560134887692, -5.570008209228515, -6.201291809082033, -8.05682984161377, -7.897865516662598, -10.57379026031494, -9.862507484436033, -13.891333206176757, -15.394998481750488, -29.911037117004398, -8.865905036926268, -7.838670913696291, -5.844775428771973, -5.463918289184571, -2.487864799499512, -6.054711967468261, -6.457934341430665, -5.141899551391601, -4.8125575714111335, -3.5224804840087884, -4.390819786071777]"
"[10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148, 12.72]","[10.710016, 10.277979, 10.33462, 10.342854, 10.149796, 9.991104, 9.651081, 9.870253, 9.849116, 9.639737, 9.59596, 9.40333, 9.553573, 9.373197, 9.451876, 9.387751, 9.35866, 9.350153, 9.479368, 9.605613, 9.600016, 9.571279, 9.901364, 9.885644]","[0.1380162506103524, -1.5300211029052733, -3.3453795242309567, -5.485146453857421, -6.110204467773439, -7.816895874023437, -8.180918914794923, -10.625747390747069, -9.69888367462158, -13.868262870788573, -15.232040336608886, -30.05267015075684, -8.686427345275877, -7.918803398132326, -5.788124313354492, -5.396249374389649, -2.461340255737305, -6.105847030639648, -6.480631790161134, -5.058387245178222, -4.667984359741212, -3.72472142791748, -4.246635673522949, -2.8343560409545905]"
"[11.808, 13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148, 12.72, 13.38]","[10.382942, 9.980005, 10.039897, 9.97233, 9.826346, 9.764971, 9.437405, 9.603584, 9.56664, 9.412031, 9.400227, 9.209606, 9.349959, 9.176698, 9.272255, 9.140952, 9.234965, 9.252666, 9.32952, 9.513724, 9.487227, 9.4734535, 9.804561, 9.800463]","[-1.4250578002929686, -3.699994735717773, -5.788103034973144, -6.2876699066162125, -7.9816536026000975, -8.067029220581055, -11.05859536743164, -9.944415710449217, -13.94136009979248, -15.415968826293945, -30.055773406982425, -9.030393829345702, -7.9420406265258805, -6.063302268981934, -5.5117450561523444, -2.679047889709473, -6.221034675598144, -6.707333526611329, -5.334479774475097, -4.754275672912598, -3.8087725601196283, -4.674546478271484, -2.9154393386840827, -3.5795372772216805]"
"[13.68, 15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148, 12.72, 13.38, 12.492]","[10.610773, 10.211444, 10.285733, 10.238478, 10.074758, 9.977673, 9.626453, 9.891138, 9.837209, 9.677998, 9.691664, 9.513324, 9.685926, 9.496849, 9.542054, 9.484312, 9.557944, 9.493257, 9.706111, 9.865558, 9.813724, 9.851607, 10.168031, 10.148081]","[-3.069226913452148, -5.616556098937988, -5.974266777038576, -7.56952229309082, -7.757242424011231, -10.518327423095702, -9.921546600341795, -13.616861923217773, -14.99079125213623, -29.778002410888675, -8.548336257934569, -7.77867621612549, -5.5540735626220705, -5.287150939941407, -2.277945823669434, -5.971687942504882, -6.4020557022094735, -5.170743431091308, -4.561889045715333, -3.4304423294067377, -4.3342764358520505, -2.8683926773071295, -3.2119692611694344, -2.343919174194337]"
"[15.828, 16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148, 12.72, 13.38, 12.492, 12.828]","[11.497754, 11.179191, 11.092661, 11.021842, 11.039235, 10.679731, 10.457106, 10.822479, 10.682467, 10.63866, 10.488937, 10.546051, 10.471694, 10.38882, 10.12259, 10.219118, 10.038278, 9.992615, 10.14311, 10.480248, 10.125279, 10.418173, 10.655263, 10.634963]","[-4.330245903015136, -5.080809364318849, -6.715339096069336, -6.810157997131348, -9.45676488494873, -8.868268630981444, -13.05089436340332, -14.005520751953124, -28.77353253936768, -7.601339569091795, -6.803062622070314, -4.693948974609375, -4.312306007385255, -1.4311803054809573, -5.333409934997558, -5.740881881713868, -4.625722373962402, -4.275385253906251, -3.1528897247314447, -3.6677515487670895, -2.5947205734252936, -2.96182716369629, -1.8367370529174813, -2.1930369644165033]"
"[16.26, 17.808, 17.832, 20.496, 19.548, 23.508, 24.828, 39.456, 18.24, 17.292, 15.24, 14.784, 11.82, 15.456, 15.96, 14.664, 14.268, 13.296, 14.148, 12.72, 13.38, 12.492, 12.828, 13.764]","[11.895781, 11.689959, 11.442494, 11.300677, 11.428994, 11.000172, 10.8693, 11.511906, 11.153746, 11.208853, 10.933234, 11.20605, 11.058337, 11.23837, 10.581905, 10.715337, 10.610643, 10.544521, 10.667062, 11.209795, 10.549267, 11.192351, 11.290833, 11.268818]","[-4.364219436645509, -6.1180414276123045, -6.389505607604981, -9.195322700500487, -8.119005821228026, -12.507828338623046, -13.95870011138916, -27.944094329833987, -7.086254348754881, -6.083147232055666, -4.306765785217285, -3.5779500808715827, -0.7616627883911136, -4.217630058288574, -5.3780946350097665, -3.9486632003784177, -3.6573566131591804, -2.75147866821289, -3.480938194274902, -1.5102050018310553, -2.830733184814454, -1.2996486587524423, -1.537166526794433, -2.495182098388671]"
